pad,well,event_type,timestamp,pad_pg_value
P121,106W9,106W9 start,2025-08-03 09:49:00,189.31822204589844
P121,106W9,106W9 NFE,2025-08-03 10:07:00,-0.07437655329704285
P121,106W9,106W9 trip,2025-08-03 23:55:00,-0.18309707939624786
P121,106W9,106W9 start,2025-08-04 00:07:00,0.035774506628513336
P121,106W9,106W9 start,2025-08-04 00:43:00,-0.07437655329704285
P121,106W9,106W9 +14.25 hz,2025-08-04 01:37:00,0.061524104326963425
P121,106W9,106W9 NFE,2025-08-03 21:49:00,105.94529724121094
P121,106W9,106W9 trip,2025-08-04 01:55:00,-0.10727881640195847
P121,106W9,106W9 start,2025-08-04 02:13:00,-0.07437655329704285
P121,106W9,106W9 trip,2025-08-04 02:31:00,-0.34760838747024536
P121,106W9,106W9 start,2025-08-04 02:49:00,-0.1015566810965538
P121,106W9,106W9 trip,2025-08-04 03:01:00,115.24376678466797
P121,106W9,106W9 +20.14 hz,2025-08-04 03:01:00,115.24376678466797
P121,106W9,106W9 start,2025-08-04 03:19:00,112.15238189697266
P121,106W9,106W9 trip,2025-08-04 03:31:00,-0.10298721492290497
P121,106W9,106W9 start,2025-08-04 03:49:00,132.51889038085938
P121,106W9,106W9 NFE,2025-08-04 00:49:00,0.03434397652745247
P121,106W9,106W9 +24.36 hz,2025-08-04 00:49:00,0.03434397652745247
P121,106W9,106W9 trip,2025-08-05 22:37:00,127.79527282714844
P121,7WP05,7WP05 trip,2025-08-05 06:43:00,117.9145736694336
P121,7WP05,7WP05 start,2025-08-05 10:31:00,136.8505401611328
P121,7WP05,7WP05 NFE,2025-08-08 10:31:00,-0.10298721492290497
P121,7WP05,7WP05 trip,2025-08-08 17:49:00,158.6389923095703
P121,7WP05,7WP05 start,2025-08-08 19:07:00,118.4667739868164
P121,7WP05,7WP05 trip,2025-08-09 19:31:00,149.5036163330078
P121,7WP06,7WP06 NFE,2025-08-09 15:55:00,113.74600982666016
P121,7WP07,7WP07 start,2025-07-27 12:25:00,165.7644805908203
P121,7WP07,7WP07 NFE,2025-07-29 03:43:00,123.320556640625
P121,7WP07,7WP07 +7.01 hz,2025-07-30 09:13:00,153.3560333251953
P121,7WP08,7WP08 trip,2025-08-09 22:49:00,116.84597778320312
P121,7WP08,7WP08 start,2025-08-09 23:07:00,-0.1015566810965538
P121,7WP08,7WP08 trip,2025-08-09 23:13:00,-0.1015566810965538
P121,7WP09,7WP09 +2.27 hz,2025-08-01 08:49:00,-0.06865441799163818
P121,7WP10,7WP10 NFE,2025-08-09 17:55:00,127.68226623535156
P121,7WP10,7WP10 trip,2025-08-10 00:13:00,126.16874694824219
P121,7WP12,7WP12 NFE,2025-07-30 10:25:00,262.96063232421875
P121,7WP12,7WP12 trip,2025-07-30 14:55:00,166.77159118652344
P121,7WP12,7WP12 start,2025-07-31 14:19:00,192.3709716796875
P121,7WP12,7WP12 NFE,2025-07-31 17:43:00,121.02885437011719
P121,7WP12,7WP12 +10.09 hz,2025-08-01 16:25:00,150.7181396484375
P121,7WP12,7WP12 trip,2025-08-01 20:37:00,152.24166870117188
P121,7WP12,7WP12 +7.06 hz,2025-08-01 20:37:00,152.24166870117188
P121,7WP12,7WP12 start,2025-08-02 23:01:00,116.57130432128906
P121,7WP12,7WP12 +12.12 hz,2025-08-03 04:49:00,99.59374237060547
P121,7WP12,7WP12 trip,2025-08-03 07:07:00,114.30534362792969
P121,7WP12,7WP12 start,2025-08-06 15:19:00,200.7982635498047
P121,7WP12,7WP12 NFE,2025-08-06 19:07:00,125.75532531738281
P121,7WP12,7WP12 trip,2025-08-07 14:01:00,135.22117614746094
P121,108P02,108P02 NFE,2025-07-28 17:01:00,188.27822875976562
P121,108P04,108P04 trip,2025-08-05 06:37:00,127.59356689453125
P121,108P04,108P04 start,2025-08-05 09:31:00,-0.07294601947069168
P121,108P05,108P05 start,2025-07-29 10:55:00,164.36541748046875
P121,108P05,108P05 NFE,2025-07-29 16:25:00,144.05043029785156
P121,108P05,108P05 trip,2025-07-29 20:55:00,154.20005798339844
P121,108P05,108P05 start,2025-08-03 11:31:00,5.780796527862549
P121,108P05,108P05 NFE,2025-08-03 15:13:00,114.91331481933594
P121,108P05,108P05 trip,2025-08-03 20:01:00,-0.09583454579114914
P121,108P05,108P05 start,2025-08-04 11:31:00,-0.18452762067317963
P121,108P05,108P05 trip,2025-08-04 16:19:00,-0.07580708712339401
P121,108P06,108P06 +6.89 hz,2025-08-05 20:19:00,174.17172241210938
P121,108P06,108P06 trip,2025-08-06 04:37:00,123.01156616210938
P121,108P06,108P06 start,2025-08-06 04:55:00,113.67304992675781
P121,108P06,108P06 trip,2025-08-06 06:43:00,-0.23888789117336273
P121,108P06,108P06 start,2025-08-06 14:01:00,139.81031799316406
P121,108P11,108P11 NFE,2025-08-06 20:19:00,186.27688598632812
P121,108P11,108P11 +19.37 hz,2025-08-07 02:37:00,137.42848205566406
P121,108P11,108P11 trip,2025-08-07 14:01:00,135.22117614746094
P121,108P11,108P11 start,2025-08-07 20:43:00,0.005733309779316187
P121,108P12,108P12 NFE,2025-07-28 09:31:00,158.11781311035156
P121,108P12,108P12 NFE,2025-07-30 14:13:00,194.0947723388672
P121,108P12,108P12 NFE,2025-08-02 18:37:00,180.3301544189453
P121,108P12,108P12 NFE,2025-08-05 03:31:00,-0.07008495181798935
P121,108P12,108P12 NFE,2025-08-08 00:01:00,126.93695068359375
P121,108P13,108P13 NFE,2025-08-01 06:55:00,131.5675811767578
P121,108P13,108P13 +12.01 hz,2025-08-01 14:31:00,173.83267211914062
P121,108P13,108P13 NFE,2025-08-06 06:19:00,120.71842193603516
P121,108P13,108P13 +6.47 hz,2025-08-06 12:31:00,132.33578491210938
P121,108P13,108P13 +5.27 hz,2025-08-06 15:37:00,1.436266541481018
P121,108P13,108P13 trip,2025-08-06 17:49:00,166.85313415527344
P121,108P13,108P13 start,2025-08-07 01:19:00,-0.07294601947069168
P121,108P13,108P13 NFE,2025-08-07 09:55:00,126.31324005126953
P121,108P13,108P13 trip,2025-08-07 14:01:00,135.22117614746094
P121,108P13,108P13 start,2025-08-07 20:43:00,0.005733309779316187
P121,108P13,108P13 trip,2025-08-08 04:01:00,122.1360855102539
P121,108P13,108P13 start,2025-08-08 07:55:00,114.86610412597656
P121,108P13,108P13 +2.09 hz,2025-08-08 10:25:00,-0.02001628838479519
P121,108P13,108P13 +2.99 hz,2025-08-08 14:55:00,110.79193878173828
P121,108P13,108P13 NFE,2025-08-09 03:01:00,-0.06579335033893585
P121,108P13,108P13 trip,2025-08-09 10:55:00,147.30059814453125
P121,108P13,108P13 +5.04 hz,2025-08-09 10:55:00,147.30059814453125
P121,108P14,108P14 trip,2025-07-27 08:07:00,172.6539306640625
P121,108P14,108P14 start,2025-07-27 18:49:00,-0.1015566810965538
P121,108P14,108P14 NFE,2025-07-29 01:01:00,152.00132751464844
P121,108P14,108P14 +4.28 hz,2025-07-29 16:13:00,134.0624237060547
P121,108P14,108P14 trip,2025-07-30 07:49:00,144.75709533691406
P121,108P14,108P14 +5.58 hz,2025-07-30 07:49:00,144.75709533691406
P121,108P14,108P14 start,2025-07-30 12:37:00,-0.32615041732788086
P121,108P14,108P14 NFE,2025-07-30 13:31:00,182.6619415283203
P121,108P14,108P14 +12.96 hz,2025-07-30 20:07:00,185.7461700439453
P121,108P14,108P14 +4.01 hz,2025-07-30 21:25:00,175.68951416015625
P121,108P14,108P14 +2.97 hz,2025-07-30 22:43:00,114.41549682617188
P121,108P14,108P14 +18.01 hz,2025-07-31 00:31:00,-0.10298721492290497
P121,108P14,108P14 trip,2025-07-31 00:49:00,192.6256103515625
P121,108P14,108P14 trip,2025-07-31 00:55:00,164.71160888671875
P121,108P14,108P14 start,2025-08-02 02:13:00,157.94947814941406
P121,108P14,108P14 +15.93 hz,2025-08-02 06:19:00,106.00109100341797
P121,108P14,108P14 +2.94 hz,2025-08-02 10:43:00,178.36033630371094
P121,108P14,108P14 trip,2025-08-02 13:49:00,161.2454376220703
P121,108P14,108P14 start,2025-08-08 07:55:00,114.86610412597656
P121,108P14,108P14 NFE,2025-08-08 09:49:00,-0.07008495181798935
P121,108P14,108P14 trip,2025-08-08 14:07:00,129.55767822265625
P121,108P15,108P15 +18.6 hz,2025-08-07 03:43:00,-0.024307889863848686
P121,118W01,118W01 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W01,118W01 start,2025-08-04 04:07:00,-0.1015566810965538
P121,118W01,118W01 trip,2025-08-04 10:55:00,111.61450958251953
P121,118W01,118W01 start,2025-08-04 23:43:00,115.1479263305664
P121,118W01,118W01 trip,2025-08-04 23:55:00,165.37965393066406
P121,118W01,118W01 start,2025-08-06 00:25:00,118.5683364868164
P121,118W03,118W03 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W03,118W03 start,2025-08-04 04:19:00,-0.07151548564434052
P121,118W05,118W05 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W05,118W05 start,2025-08-04 04:07:00,-0.1015566810965538
P121,118W05,118W05 NFE,2025-08-04 21:37:00,114.63579559326172
P121,118W05,118W05 trip,2025-08-05 07:19:00,122.80413818359375
P121,118W06,118W06 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W06,118W06 start,2025-08-04 04:25:00,115.7373046875
P121,118W07,118W07 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W07,118W07 start,2025-08-04 04:25:00,115.7373046875
P121,118W08,118W08 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W08,118W08 start,2025-08-04 04:37:00,-0.18309707939624786
P121,118W09,118W09 NFE,2025-07-27 17:43:00,-0.07580708712339401
P121,118W09,118W09 trip,2025-07-28 08:25:00,0.08870423585176468
P121,118W09,118W09 +14.22 hz,2025-07-28 08:25:00,0.08870423585176468
P121,118W09,118W09 start,2025-07-28 22:01:00,0.007163843140006065
P121,118W09,118W09 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W09,118W09 start,2025-08-04 04:37:00,-0.18309707939624786
P121,118W10,118W10 trip,2025-08-03 23:07:00,137.4156036376953
P121,118W10,118W10 start,2025-08-04 07:49:00,-0.08009868860244751
P121,118W10,118W10 +2.02 hz,2025-08-07 19:19:00,-0.02287735603749752
P121,118W11,118W11 start,2025-08-03 23:49:00,-0.08725135028362274
P121,118W11,118W11 NFE,2025-08-03 19:55:00,130.10272216796875
P121,118W11,118W11 trip,2025-08-04 00:01:00,-0.07437655329704285
P121,118W11,118W11 start,2025-08-04 03:43:00,121.51380157470703
P121,118W11,118W11 NFE,2025-08-04 03:43:00,121.51380157470703
P121,118W11,118W11 trip,2025-08-04 10:25:00,124.34483337402344
P121,118W12,118W12 trip,2025-08-03 23:01:00,140.828857421875
P121,118W12,118W12 start,2025-08-04 03:37:00,113.54859924316406
P121,118W13,118W13 +13.02 hz,2025-07-30 14:07:00,192.9074249267578
P121,118W13,118W13 NFE,2025-08-01 07:01:00,125.49068450927734
P121,118W13,118W13 +2.02 hz,2025-08-03 07:31:00,142.1263427734375
P121,118W13,118W13 +2.06 hz,2025-08-03 08:07:00,152.1558380126953
P121,118W13,118W13 trip,2025-08-03 23:01:00,140.828857421875
P121,118W13,118W13 start,2025-08-04 02:01:00,-0.1015566810965538
P121,118W13,118W13 NFE,2025-08-03 22:07:00,184.57598876953125
P121,118W13,118W13 NFE,2025-08-06 04:07:00,107.79784393310547
P121,118W13,118W13 NFE,2025-08-09 00:25:00,111.228271484375
P121,118W14,118W14 trip,2025-08-03 23:01:00,140.828857421875
P121,118W14,118W14 start,2025-08-04 03:19:00,112.15238189697266
P121,118W15,118W15 trip,2025-08-03 23:01:00,140.828857421875
P121,118W15,118W15 start,2025-08-04 03:31:00,-0.10298721492290497
P121,118W16,118W16 trip,2025-08-03 23:01:00,140.828857421875
P121,118W16,118W16 start,2025-08-04 02:43:00,-0.10298721492290497
P121,118W17,118W17 +2.43 hz,2025-07-27 08:13:00,98.11360931396484
P121,118W17,118W17 +2.13 hz,2025-07-27 09:07:00,138.72740173339844
P121,118W17,118W17 +2.6 hz,2025-07-27 13:07:00,111.15245056152344
P121,118W17,118W17 +2.32 hz,2025-07-27 13:31:00,207.12405395507812
P121,118W17,118W17 +2.01 hz,2025-07-27 18:55:00,108.28136444091797
P121,118W17,118W17 +2.67 hz,2025-07-28 00:37:00,94.40185546875
P121,118W17,118W17 +2.88 hz,2025-07-28 05:31:00,-0.07246917486190796
P121,118W17,118W17 +2.18 hz,2025-07-28 08:13:00,210.26693725585938
P121,118W17,118W17 +2.19 hz,2025-07-28 10:13:00,127.51512145996094
P121,118W17,118W17 +2.31 hz,2025-07-28 12:31:00,121.06645965576172
P121,118W17,118W17 +2.14 hz,2025-07-28 16:49:00,-0.07437655329704285
P121,118W17,118W17 +2.62 hz,2025-07-28 20:49:00,-0.13016735017299652
P121,118W17,118W17 +2.01 hz,2025-07-28 21:07:00,199.33908081054688
P121,118W17,118W17 +2.01 hz,2025-07-28 21:25:00,-0.07437655329704285
P121,118W17,118W17 +2.15 hz,2025-07-28 22:13:00,205.2100067138672
P121,118W17,118W17 +2.4 hz,2025-07-29 00:13:00,108.81781768798828
P121,118W17,118W17 +2.73 hz,2025-07-29 02:31:00,-0.04433535784482956
P121,118W17,118W17 +2.13 hz,2025-07-29 03:49:00,112.30545043945312
P121,118W17,118W17 +2.34 hz,2025-07-29 05:19:00,195.81170654296875
P121,118W17,118W17 +2.15 hz,2025-07-29 07:13:00,180.9884490966797
P121,118W17,118W17 +2.08 hz,2025-07-29 09:01:00,177.03707885742188
P121,118W17,118W17 +2.06 hz,2025-07-29 16:07:00,122.76264953613281
P121,118W17,118W17 +2.28 hz,2025-07-29 17:19:00,-0.07437655329704285
P121,118W17,118W17 +2.1 hz,2025-07-29 17:55:00,126.63796997070312
P121,118W17,118W17 +2.29 hz,2025-07-29 20:55:00,154.20005798339844
P121,118W17,118W17 +2.64 hz,2025-07-29 22:19:00,115.48123931884766
P121,118W17,118W17 +2.31 hz,2025-07-29 22:43:00,117.08773040771484
P121,118W17,118W17 +2.06 hz,2025-07-30 03:25:00,206.6133575439453
P121,118W17,118W17 +2.38 hz,2025-07-30 05:01:00,-0.1015566810965538
P121,118W17,118W17 +2.18 hz,2025-07-30 05:19:00,136.0523223876953
P121,118W17,118W17 +2.99 hz,2025-07-30 10:55:00,146.95584106445312
P121,118W17,118W17 +2.49 hz,2025-07-30 15:55:00,124.46498107910156
P121,118W17,118W17 +2.23 hz,2025-07-30 18:13:00,114.76025390625
P121,118W17,118W17 +2.07 hz,2025-07-30 20:07:00,185.7461700439453
P121,118W17,118W17 +2.91 hz,2025-07-30 20:19:00,-0.07294601947069168
P121,118W17,118W17 +2.61 hz,2025-07-30 21:25:00,175.68951416015625
P121,118W17,118W17 +2.16 hz,2025-07-31 02:13:00,109.43865966796875
P121,118W17,118W17 +2.42 hz,2025-07-31 02:37:00,191.32810974121094
P121,118W17,118W17 +2.17 hz,2025-07-31 02:49:00,131.0854949951172
P121,118W17,118W17 +2.4 hz,2025-07-31 04:49:00,139.790283203125
P121,118W17,118W17 +3.19 hz,2025-07-31 11:19:00,109.72763061523438
P121,118W17,118W17 +2.15 hz,2025-07-31 13:37:00,205.2901153564453
P121,118W17,118W17 +2.01 hz,2025-07-31 15:37:00,207.26284790039062
P121,118W17,118W17 +2.01 hz,2025-07-31 18:07:00,132.8822479248047
P121,118W17,118W17 +2.25 hz,2025-07-31 21:31:00,120.48238372802734
P121,118W17,118W17 +2.2 hz,2025-07-31 23:01:00,168.11056518554688
P121,118W17,118W17 +2.11 hz,2025-07-31 23:55:00,130.2057342529297
P121,118W17,118W17 +2.04 hz,2025-08-01 00:07:00,173.279052734375
P121,118W17,118W17 +2.52 hz,2025-08-01 00:49:00,0.054371438920497894
P121,118W17,118W17 +2.17 hz,2025-08-01 07:55:00,150.78536987304688
P121,118W17,118W17 +3.67 hz,2025-08-01 09:25:00,-0.10012614727020264
P121,118W17,118W17 +2.2 hz,2025-08-01 11:01:00,130.49754333496094
P121,118W17,118W17 +2.05 hz,2025-08-01 11:43:00,174.38201904296875
P121,118W17,118W17 +2.2 hz,2025-08-01 16:19:00,-0.052918557077646255
P121,118W17,118W17 +2.05 hz,2025-08-01 19:31:00,181.00396728515625
P121,118W17,118W17 +2.14 hz,2025-08-01 19:55:00,-0.23888789117336273
P121,118W17,118W17 +2.49 hz,2025-08-01 23:37:00,123.02873229980469
P121,118W17,118W17 +2.3 hz,2025-08-02 00:07:00,-0.03146055340766907
P121,118W17,118W17 +2.18 hz,2025-08-02 01:01:00,146.71121215820312
P121,118W17,118W17 +2.44 hz,2025-08-02 07:19:00,-0.06865441799163818
P121,118W17,118W17 +2.37 hz,2025-08-02 09:37:00,120.89724731445312
P121,118W17,118W17 +3.02 hz,2025-08-02 10:07:00,179.2429656982422
P121,118W17,118W17 +2.3 hz,2025-08-02 10:43:00,178.36033630371094
P121,118W17,118W17 +2.57 hz,2025-08-02 13:01:00,5.6863813400268555
P121,118W17,118W17 +2.15 hz,2025-08-02 14:55:00,0.03434397652745247
P121,118W17,118W17 +2.68 hz,2025-08-02 16:13:00,139.97482299804688
P121,118W17,118W17 +2.3 hz,2025-08-02 21:55:00,-0.08295975625514984
P121,118W17,118W17 +2.05 hz,2025-08-03 05:01:00,112.17671203613281
P121,118W17,118W17 +2.54 hz,2025-08-03 10:43:00,119.33509826660156
P121,118W17,118W17 +2.42 hz,2025-08-03 19:25:00,99.62235260009766
P121,118W17,118W17 trip,2025-08-03 23:01:00,140.828857421875
P121,118W17,118W17 start,2025-08-04 02:31:00,-0.34760838747024536
P121,118W17,118W17 NFE,2025-08-03 22:37:00,-0.10298721492290497
P121,118W17,118W17 +2.96 hz,2025-08-04 03:43:00,121.51380157470703
P121,118W17,118W17 +2.98 hz,2025-08-04 03:55:00,142.54550170898438
P121,118W17,118W17 +2.24 hz,2025-08-04 04:49:00,-0.052918557077646255
P121,118W17,118W17 +2.3 hz,2025-08-04 05:19:00,107.72488403320312
P121,118W17,118W17 +2.38 hz,2025-08-04 05:31:00,-0.13016735017299652
P121,118W17,118W17 +3.4 hz,2025-08-04 06:01:00,0.0329134427011013
P121,118W17,118W17 +2.1 hz,2025-08-04 13:49:00,-0.10870935022830963
P121,118W17,118W17 +3.44 hz,2025-08-04 15:19:00,123.3663330078125
P121,118W17,118W17 +2.58 hz,2025-08-04 16:25:00,-0.11157041788101196
P121,118W17,118W17 +2.01 hz,2025-08-04 18:07:00,109.24268341064453
P121,118W17,118W17 +2.11 hz,2025-08-05 00:31:00,266.4339904785156
P121,118W17,118W17 +2.51 hz,2025-08-05 02:25:00,137.408447265625
P121,118W17,118W17 +2.08 hz,2025-08-05 04:19:00,0.024330243468284607
P121,118W17,118W17 +2.09 hz,2025-08-05 05:31:00,113.80323028564453
P121,118W17,118W17 +2.6 hz,2025-08-05 12:31:00,98.97431945800781
P121,118W17,118W17 +2.07 hz,2025-08-05 14:01:00,114.1894760131836
P121,118W17,118W17 +2.1 hz,2025-08-05 16:55:00,146.6139373779297
P121,118W17,118W17 +2.13 hz,2025-08-05 17:49:00,127.49915313720703
P121,118W17,118W17 +2.49 hz,2025-08-05 19:01:00,106.47174072265625
P121,118W17,118W17 +2.16 hz,2025-08-05 19:31:00,105.90811157226562
P121,118W17,118W17 +2.89 hz,2025-08-05 20:55:00,126.486328125
P121,118W17,118W17 +2.14 hz,2025-08-06 00:01:00,113.33116149902344
P121,118W17,118W17 +2.15 hz,2025-08-06 02:01:00,106.06690216064453
P121,118W17,118W17 +3.02 hz,2025-08-06 05:13:00,115.26093292236328
P121,118W17,118W17 +2.49 hz,2025-08-06 05:31:00,121.24198913574219
P121,118W17,118W17 +2.6 hz,2025-08-06 06:37:00,-0.07437655329704285
P121,118W17,118W17 +2.14 hz,2025-08-06 07:25:00,129.47756958007812
P121,118W17,118W17 +2.58 hz,2025-08-06 12:31:00,132.33578491210938
P121,118W17,118W17 +2.63 hz,2025-08-06 16:31:00,0.06009357050061226
P121,118W17,118W17 +2.0 hz,2025-08-06 19:43:00,163.71739196777344
P121,118W17,118W17 +2.48 hz,2025-08-06 20:37:00,-0.05434909090399742
P121,118W17,118W17 +2.09 hz,2025-08-06 21:07:00,138.53713989257812
P121,118W17,118W17 +2.17 hz,2025-08-06 23:55:00,140.18511962890625
P121,118W17,118W17 +2.42 hz,2025-08-07 06:49:00,114.6186294555664
P121,118W17,118W17 +2.29 hz,2025-08-07 08:19:00,-0.1015566810965538
P121,118W17,118W17 +2.17 hz,2025-08-07 12:07:00,109.4729995727539
P121,118W17,118W17 +2.19 hz,2025-08-07 14:13:00,148.6495819091797
P121,118W17,118W17 +2.01 hz,2025-08-07 19:01:00,104.1170883178711
P121,118W17,118W17 +2.21 hz,2025-08-07 20:25:00,-0.07437655329704285
P121,118W17,118W17 +2.36 hz,2025-08-08 01:13:00,120.3135757446289
P121,118W17,118W17 +2.07 hz,2025-08-08 03:31:00,122.38069915771484
P121,118W17,118W17 +2.34 hz,2025-08-08 05:19:00,-0.3204282820224762
P121,118W17,118W17 +2.67 hz,2025-08-08 06:55:00,127.12720489501953
P121,118W17,118W17 +2.21 hz,2025-08-08 09:19:00,114.79744720458984
P121,118W18,118W18 NFE,2025-07-28 15:37:00,5.4646477699279785
P121,118W18,118W18 trip,2025-07-28 22:07:00,115.279541015625
P121,118W18,118W18 trip,2025-07-28 23:07:00,121.58676147460938
P121,118W18,118W18 start,2025-07-29 01:07:00,184.0438232421875
P121,118W18,118W18 NFE,2025-07-28 21:13:00,165.53273010253906
P121,118W18,118W18 trip,2025-07-29 01:25:00,-0.04862695932388306
P121,118W18,118W18 start,2025-08-01 22:37:00,0.028621841222047806
P121,118W18,118W18 trip,2025-08-02 00:07:00,-0.03146055340766907
P121,118W18,118W18 start,2025-08-02 21:07:00,169.8343505859375
P121,118W18,118W18 NFE,2025-08-02 19:43:00,166.07345581054688
P121,118W18,118W18 +2.16 hz,2025-08-03 00:49:00,127.50057983398438
P121,118W18,118W18 +2.21 hz,2025-08-03 01:07:00,118.64987182617188
P121,118W18,118W18 trip,2025-08-03 01:19:00,175.05723571777344
P121,118W18,118W18 start,2025-08-03 01:49:00,180.5847930908203
P121,118W18,118W18 trip,2025-08-03 01:55:00,171.10609436035156
P121,118W18,118W18 start,2025-08-03 17:31:00,116.948974609375
P121,118W18,118W18 trip,2025-08-03 17:43:00,119.0261001586914
P121,118W18,118W18 start,2025-08-03 21:07:00,112.35552215576172
P121,118W18,118W18 trip,2025-08-03 21:55:00,-0.1559169590473175
P121,118W18,118W18 start,2025-08-04 02:25:00,0.005733309779316187
P121,118W18,118W18 trip,2025-08-04 10:43:00,113.11798858642578
P121,118W18,118W18 start,2025-08-07 01:19:00,-0.07294601947069168
P121,118W18,118W18 trip,2025-08-07 01:25:00,-0.07437655329704285
P121,118W18,118W18 start,2025-08-07 10:19:00,161.35128784179688
P121,118W19,118W19 +2.11 hz,2025-07-29 20:13:00,154.43466186523438
P121,118W19,118W19 +2.19 hz,2025-07-30 14:49:00,181.5819091796875
P121,118W19,118W19 +2.0 hz,2025-07-31 19:37:00,144.6183319091797
P121,118W19,118W19 +2.14 hz,2025-08-01 21:31:00,129.19573974609375
P121,118W19,118W19 +2.18 hz,2025-08-03 15:01:00,142.090576171875
P121,118W19,118W19 trip,2025-08-03 23:01:00,140.828857421875
P121,118W19,118W19 start,2025-08-04 02:25:00,0.005733309779316187
P121,118W19,118W19 +2.07 hz,2025-08-09 09:55:00,136.0751953125
P121,123W01,123W01 trip,2025-08-03 23:01:00,140.828857421875
P121,123W01,123W01 start,2025-08-04 00:49:00,0.03434397652745247
P121,123W01,123W01 trip,2025-08-04 00:55:00,0.0372050404548645
P121,123W01,123W01 start,2025-08-04 07:13:00,-0.10298721492290497
P121,123W02,123W02 trip,2025-08-03 23:01:00,140.828857421875
P121,123W02,123W02 start,2025-08-04 00:55:00,0.0372050404548645
P121,123W03,123W03 trip,2025-08-03 23:01:00,140.828857421875
P121,123W03,123W03 start,2025-08-04 00:55:00,0.0372050404548645
P121,123W03,123W03 NFE,2025-08-03 21:01:00,110.34848022460938
P121,123W03,123W03 trip,2025-08-04 09:43:00,-0.07866815477609634
P121,123W03,123W03 start,2025-08-05 20:37:00,-0.07437655329704285
P121,123W04,123W04 trip,2025-08-03 23:01:00,140.828857421875
P121,123W04,123W04 start,2025-08-04 02:37:00,-0.2117077261209488
P121,123W05,123W05 trip,2025-08-03 23:01:00,140.828857421875
P121,123W05,123W05 start,2025-08-04 12:25:00,-0.27608174085617065
P121,123W05,123W05 NFE,2025-08-04 08:31:00,140.52272033691406
P121,123W06,123W06 trip,2025-08-03 23:01:00,140.828857421875
P121,123W06,123W06 start,2025-08-04 01:31:00,-0.07866815477609634
P121,123W07,123W07 trip,2025-08-03 23:01:00,140.828857421875
P121,123W07,123W07 start,2025-08-04 12:55:00,112.71744537353516
P121,123W07,123W07 trip,2025-08-04 13:13:00,-0.10727881640195847
P121,123W07,123W07 start,2025-08-04 13:25:00,120.87721252441406
P121,123W07,123W07 start,2025-08-04 13:31:00,124.11878967285156
P121,123W07,123W07 NFE,2025-08-04 13:43:00,-0.0972650796175003
P121,123W07,123W07 trip,2025-08-04 17:49:00,115.91754913330078
P121,123W07,123W07 start,2025-08-06 02:43:00,104.47042083740234
P121,123W07,123W07 NFE,2025-08-07 01:25:00,-0.07437655329704285
P121,123W07,123W07 +18.48 hz,2025-08-07 08:49:00,-0.18452762067317963
P121,123W07,123W07 trip,2025-08-07 10:25:00,163.96200561523438
P121,123W07,123W07 start,2025-08-07 12:37:00,105.71928405761719
P121,123W07,123W07 NFE,2025-08-07 08:43:00,112.96492004394531
P121,123W07,123W07 trip,2025-08-07 14:01:00,135.22117614746094
P121,123W07,123W07 start,2025-08-07 15:43:00,-0.23888789117336273
P121,123W07,123W07 NFE,2025-08-08 19:25:00,126.51350402832031
P121,123W07,123W07 trip,2025-08-09 01:19:00,140.1078643798828
P121,123W07,123W07 start,2025-08-09 01:37:00,106.02255249023438
P121,123W07,123W07 NFE,2025-08-08 21:43:00,129.70933532714844
P121,123W07,123W07 +15.0 hz,2025-08-09 02:31:00,146.27919006347656
P121,123W07,123W07 trip,2025-08-09 08:07:00,107.54177856445312
P121,123W07,123W07 start,2025-08-09 10:25:00,98.25762939453125
P121,123W07,123W07 start,2025-08-09 10:31:00,5.450343132019043
P121,123W08,123W08 trip,2025-08-03 23:01:00,140.828857421875
P121,123W08,123W08 start,2025-08-04 02:25:00,0.005733309779316187
P121,123W08,123W08 NFE,2025-08-03 22:31:00,-0.24317948520183563
P121,123W08,123W08 trip,2025-08-04 17:49:00,115.91754913330078
P121,123W08,123W08 start,2025-08-04 17:55:00,125.52214813232422
P121,123W09,123W09 trip,2025-08-03 18:43:00,116.97615051269531
P121,123W09,123W09 start,2025-08-04 01:55:00,-0.10727881640195847
P121,123W09,123W09 NFE,2025-08-03 22:01:00,163.28823852539062
P121,123W09,123W09 trip,2025-08-04 06:49:00,-0.10298721492290497
P121,123W09,123W09 start,2025-08-04 13:49:00,-0.10870935022830963
P121,123W09,123W09 NFE,2025-08-04 09:55:00,129.73934936523438
P121,123W09,123W09 trip,2025-08-06 01:01:00,137.59156799316406
P121,123W09,123W09 start,2025-08-06 06:49:00,-0.07437655329704285
P121,123W09,123W09 NFE,2025-08-07 04:25:00,5.527591228485107
P121,123W09,123W09 +14.0 hz,2025-08-07 08:49:00,-0.18452762067317963
P121,123W09,123W09 trip,2025-08-07 18:13:00,5.410287857055664
P121,123W09,123W09 start,2025-08-07 19:49:00,117.53691864013672
P121,123W09,123W09 trip,2025-08-08 04:01:00,122.1360855102539
P121,123W09,123W09 start,2025-08-08 09:37:00,111.51436614990234
