well,date,desc
110W14,2025-08-04 10:13:00,110W14 trip
110W14,2025-08-04 10:19:00,110W14 trip
110W14,2025-08-04 11:31:00,110W14 start
110W15,2025-08-03 23:01:00,110W15 trip
110W15,2025-08-04 01:43:00,110W15 start
114P01,2025-08-04 00:01:00,114P01 trip
114P01,2025-08-04 07:37:00,114P01 start
114P01,2025-08-04 11:01:00,114P01 trip
114P01,2025-08-04 11:25:00,114P01 trip
114P01,2025-08-04 13:07:00,114P01 start
114P01,2025-08-04 18:37:00,114P01 +4.8 hz
114P02,2025-08-01 05:13:00,114P02 +3.09 hz
114P02,2025-08-02 03:13:00,114P02 +2.99 hz
114P02,2025-08-03 03:01:00,114P02 +3.09 hz
114P02,2025-08-03 21:07:00,114P02 NFE
114P02,2025-08-04 11:25:00,114P02 trip
114P02,2025-08-04 19:13:00,114P02 start
114P02,2025-08-07 05:19:00,114P02 +2.99 hz
114P03,2025-08-03 23:01:00,114P03 trip
114P03,2025-08-04 21:37:00,114P03 start
114P04,2025-08-04 00:01:00,114P04 trip
114P04,2025-08-04 03:31:00,114P04 start
114P04,2025-08-06 05:07:00,114P04 +2.73 hz
114P05,2025-08-03 22:13:00,114P05 NFE
114P07,2025-07-28 19:37:00,114P07 +1.98 hz
114P07,2025-07-28 20:13:00,114P07 +2.1 hz
114P07,2025-08-01 04:25:00,114P07 +2.02 hz
114P07,2025-08-01 04:49:00,114P07 +2.05 hz
114P07,2025-08-01 05:13:00,114P07 +2.01 hz
114P07,2025-08-02 00:37:00,114P07 +2.57 hz
114P07,2025-08-02 17:37:00,114P07 trip
114P07,2025-08-03 00:43:00,114P07 +2.09 hz
114P07,2025-08-03 04:49:00,114P07 +2.37 hz
114P07,2025-08-03 13:01:00,114P07 start
114P07,2025-08-03 13:13:00,114P07 trip
114P07,2025-08-03 19:31:00,114P07 start
114P07,2025-08-03 19:37:00,114P07 trip
114P07,2025-08-03 19:43:00,114P07 start
114P07,2025-08-03 20:55:00,114P07 trip
114P07,2025-08-03 21:25:00,114P07 start
114P07,2025-08-03 21:49:00,114P07 trip
114P07,2025-08-03 22:19:00,114P07 start
114P07,2025-08-03 22:31:00,114P07 trip
114P07,2025-08-04 03:31:00,114P07 start
114P08,2025-08-03 20:55:00,114P08 NFE
114P08,2025-08-04 11:25:00,114P08 trip
114P08,2025-08-04 11:55:00,114P08 trip
114P08,2025-08-04 18:13:00,114P08 start
114P09,2025-08-03 21:37:00,114P09 NFE
114P09,2025-08-04 11:01:00,114P09 trip
114P09,2025-08-04 11:01:00,114P09 +4.01 hz
114P09,2025-08-04 19:43:00,114P09 start
114P10,2025-08-03 20:49:00,114P10 NFE
114P10,2025-08-04 10:55:00,114P10 trip
114P10,2025-08-04 10:55:00,114P10 +2.99 hz
114P10,2025-08-04 21:01:00,114P10 start
114P11,2025-08-03 23:37:00,114P11 NFE
114P11,2025-08-05 12:19:00,114P11 +2.94 hz
114P11,2025-08-05 12:31:00,114P11 +3.25 hz
114P11,2025-08-05 12:55:00,114P11 +2.03 hz
114P11,2025-08-05 13:25:00,114P11 +2.31 hz
114P11,2025-08-06 03:43:00,114P11 +2.27 hz
114P11,2025-08-07 01:43:00,114P11 +2.2 hz
114P11,2025-08-08 03:43:00,114P11 +2.12 hz
114P11,2025-08-08 13:43:00,114P11 +2.36 hz
114P12,2025-08-04 03:37:00,114P12 trip
114P12,2025-08-04 11:01:00,114P12 start
114P13,2025-08-03 21:37:00,114P13 NFE
114P14,2025-08-03 21:13:00,114P14 NFE
114P14,2025-08-04 18:19:00,114P14 +3.46 hz
114P15,2025-08-01 04:31:00,114P15 +2.09 hz
114P15,2025-08-01 05:13:00,114P15 +2.09 hz
114P15,2025-08-02 02:25:00,114P15 +3.24 hz
114P15,2025-08-04 02:01:00,114P15 trip
114P15,2025-08-04 03:25:00,114P15 start
114P15,2025-08-04 03:31:00,114P15 start
114P15,2025-08-04 18:25:00,114P15 +3.63 hz
114P15,2025-08-05 04:31:00,114P15 NFE
114P15,2025-08-05 14:31:00,114P15 trip
114P15,2025-08-05 21:01:00,114P15 start
15WP01,2025-08-03 23:19:00,15WP01 trip
15WP01,2025-08-04 01:25:00,15WP01 start
15WP02,2025-07-27 16:13:00,15WP02 start
15WP02,2025-07-27 16:25:00,15WP02 trip
15WP02,2025-07-31 21:07:00,15WP02 start
15WP02,2025-07-31 21:31:00,15WP02 trip
15WP02,2025-07-31 21:49:00,15WP02 start
15WP02,2025-07-31 22:01:00,15WP02 trip
15WP02,2025-07-31 22:01:00,15WP02 +16.73 hz
15WP02,2025-08-02 08:43:00,15WP02 +14.16 hz
15WP02,2025-08-09 16:37:00,15WP02 start
15WP02,2025-08-09 16:49:00,15WP02 trip
15WP02,2025-08-09 17:01:00,15WP02 start
15WP03,2025-08-04 00:25:00,15WP03 trip
15WP03,2025-08-04 04:49:00,15WP03 start
15WP04,2025-08-03 23:19:00,15WP04 trip
15WP04,2025-08-04 04:49:00,15WP04 start
15WP04,2025-08-04 05:37:00,15WP04 NFE
15WP04,2025-08-04 12:19:00,15WP04 trip
15WP04,2025-08-04 19:49:00,15WP04 start
15WP04,2025-08-04 20:49:00,15WP04 NFE
15WP04,2025-08-05 01:37:00,15WP04 trip
15WP04,2025-08-05 14:31:00,15WP04 start
15WP04,2025-08-06 16:31:00,15WP04 +2.0 hz
15WP04,2025-08-06 18:37:00,15WP04 +2.05 hz
15WP04,2025-08-06 19:07:00,15WP04 +2.1 hz
15WP05,2025-08-04 00:25:00,15WP05 trip
15WP05,2025-08-04 04:49:00,15WP05 start
15WP06,2025-08-04 00:25:00,15WP06 trip
15WP06,2025-08-04 02:07:00,15WP06 start
15WP07,2025-08-03 23:37:00,15WP07 trip
15WP07,2025-08-04 11:01:00,15WP07 start
15WP08,2025-07-29 16:43:00,15WP08 trip
15WP08,2025-07-31 11:49:00,15WP08 +2.45 hz
15WP08,2025-07-31 16:25:00,15WP08 +2.45 hz
15WP08,2025-08-02 00:19:00,15WP08 start
15WP08,2025-08-03 21:19:00,15WP08 NFE
15WP08,2025-08-04 04:49:00,15WP08 trip
15WP08,2025-08-04 11:01:00,15WP08 start
15WP08,2025-08-04 19:37:00,15WP08 NFE
15WP08,2025-08-04 23:49:00,15WP08 trip
15WP08,2025-08-05 12:43:00,15WP08 start
15WP08,2025-08-06 06:19:00,15WP08 trip
15WP08,2025-08-09 13:31:00,15WP08 start
16WP01,2025-08-03 23:19:00,16WP01 trip
16WP01,2025-08-03 23:25:00,16WP01 trip
16WP01,2025-08-04 11:19:00,16WP01 start
16WP01,2025-08-04 18:25:00,16WP01 trip
16WP01,2025-08-04 22:13:00,16WP01 start
16WP01,2025-08-04 18:31:00,16WP01 NFE
16WP03,2025-07-28 09:07:00,16WP03 start
16WP03,2025-07-28 09:49:00,16WP03 NFE
16WP03,2025-07-28 13:55:00,16WP03 trip
16WP03,2025-08-07 01:19:00,16WP03 start
16WP05,2025-08-04 15:43:00,16WP05 NFE
16WP05,2025-08-05 21:31:00,16WP05 start
16WP05,2025-08-05 23:19:00,16WP05 NFE
16WP05,2025-08-06 12:07:00,16WP05 +15.07 hz
16WP05,2025-08-06 16:01:00,16WP05 +2.01 hz
16WP05,2025-08-06 16:19:00,16WP05 +2.01 hz
16WP05,2025-08-06 16:43:00,16WP05 +2.0 hz
16WP05,2025-08-07 07:37:00,16WP05 trip
16WP06,2025-08-03 23:19:00,16WP06 trip
16WP06,2025-08-04 05:13:00,16WP06 start
16WP07,2025-08-03 23:19:00,16WP07 trip
16WP07,2025-08-04 05:19:00,16WP07 start
16WP07,2025-08-05 05:07:00,16WP07 trip
16WP07,2025-08-05 10:25:00,16WP07 start
16WP07,2025-08-05 06:31:00,16WP07 NFE
16WP07,2025-08-07 16:31:00,16WP07 NFE
16WP07,2025-08-07 20:37:00,16WP07 trip
16WP07,2025-08-07 20:43:00,16WP07 trip
16WP07,2025-08-07 20:55:00,16WP07 start
16WP07,2025-08-08 00:55:00,16WP07 NFE
16WP07,2025-08-08 05:25:00,16WP07 trip
16WP07,2025-08-08 08:25:00,16WP07 start
16WP08,2025-07-28 09:19:00,16WP08 start
16WP08,2025-07-28 09:37:00,16WP08 trip
16WP09,2025-08-03 23:19:00,16WP09 trip
16WP09,2025-08-04 05:19:00,16WP09 start
16WP09,2025-08-04 05:25:00,16WP09 start
16WP09,2025-08-07 03:13:00,16WP09 +2.1 hz
16WP09,2025-08-07 03:25:00,16WP09 +2.11 hz
16WP09,2025-08-07 03:55:00,16WP09 +2.89 hz
16WP09,2025-08-07 04:43:00,16WP09 +2.68 hz
16WP09,2025-08-07 05:07:00,16WP09 +2.16 hz
16WP10,2025-08-04 00:19:00,16WP10 +16.96 hz
16WP10,2025-08-05 06:07:00,16WP10 trip
16WP10,2025-08-05 10:07:00,16WP10 start
16WP10,2025-08-05 06:13:00,16WP10 NFE
16WP10,2025-08-06 17:37:00,16WP10 +2.23 hz
16WP10,2025-08-06 19:25:00,16WP10 +1.96 hz
16WP11,2025-08-03 23:19:00,16WP11 trip
16WP11,2025-08-03 23:31:00,16WP11 start
16WP11,2025-08-04 00:25:00,16WP11 +2.31 hz
16WP12,2025-08-03 23:19:00,16WP12 trip
16WP12,2025-08-03 23:25:00,16WP12 start
16WP12,2025-08-03 23:31:00,16WP12 trip
16WP12,2025-08-04 16:37:00,16WP12 start
16WP13,2025-08-02 22:01:00,16WP13 NFE
16WP13,2025-08-03 03:55:00,16WP13 +11.97 hz
16WP13,2025-08-03 23:19:00,16WP13 trip
16WP13,2025-08-03 23:25:00,16WP13 start
16WP13,2025-08-03 23:31:00,16WP13 start
16WP13,2025-08-05 01:13:00,16WP13 NFE
16WP13,2025-08-05 06:37:00,16WP13 trip
16WP13,2025-08-05 09:31:00,16WP13 start
16WP14,2025-08-03 23:19:00,16WP14 trip
16WP14,2025-08-03 23:31:00,16WP14 trip
16WP14,2025-08-03 23:37:00,16WP14 start
16WP15,2025-08-03 20:07:00,16WP15 NFE
16WP15,2025-08-04 00:19:00,16WP15 +16.96 hz
16WP15,2025-08-05 06:07:00,16WP15 trip
16WP15,2025-08-05 10:07:00,16WP15 start
16WP15,2025-08-06 17:37:00,16WP15 +2.23 hz
16WP15,2025-08-06 19:25:00,16WP15 +1.96 hz
16WP16,2025-08-03 23:19:00,16WP16 trip
16WP16,2025-08-03 23:31:00,16WP16 start
16WP16,2025-08-03 19:49:00,16WP16 NFE
16WP16,2025-08-04 00:25:00,16WP16 +2.31 hz
16WP17,2025-08-03 23:19:00,16WP17 trip
16WP17,2025-08-03 23:25:00,16WP17 start
16WP17,2025-08-03 23:31:00,16WP17 trip
16WP17,2025-08-04 16:37:00,16WP17 start
16WP18,2025-08-02 22:19:00,16WP18 NFE
16WP18,2025-08-03 03:55:00,16WP18 +11.97 hz
16WP18,2025-08-03 23:19:00,16WP18 trip
16WP18,2025-08-03 23:25:00,16WP18 start
16WP18,2025-08-03 23:31:00,16WP18 start
16WP18,2025-08-03 20:13:00,16WP18 NFE
16WP18,2025-08-05 06:37:00,16WP18 trip
16WP18,2025-08-05 09:31:00,16WP18 start
16WP19,2025-07-29 18:55:00,16WP19 NFE
16WP19,2025-08-03 23:19:00,16WP19 trip
16WP19,2025-08-03 23:31:00,16WP19 trip
16WP19,2025-08-03 23:37:00,16WP19 start
117W01,2025-08-03 23:13:00,117W01 trip
117W01,2025-08-04 00:01:00,117W01 start
117W02,2025-08-03 23:13:00,117W02 trip
117W02,2025-08-04 00:01:00,117W02 start
117W03,2025-08-03 23:13:00,117W03 trip
117W03,2025-08-04 00:07:00,117W03 start
117W03,2025-08-04 00:19:00,117W03 trip
117W03,2025-08-04 04:37:00,117W03 start
117W04,2025-08-04 00:07:00,117W04 start
117W04,2025-08-04 04:07:00,117W04 trip
117W05,2025-07-31 16:25:00,117W05 NFE
117W05,2025-08-01 04:01:00,117W05 +2.51 hz
117W05,2025-08-01 09:55:00,117W05 +14.66 hz
117W05,2025-08-02 00:31:00,117W05 +3.98 hz
117W05,2025-08-02 05:37:00,117W05 +18.95 hz
117W05,2025-08-03 23:13:00,117W05 trip
117W05,2025-08-04 00:07:00,117W05 start
117W05,2025-08-04 16:37:00,117W05 NFE
117W05,2025-08-04 21:49:00,117W05 trip
117W05,2025-08-05 14:37:00,117W05 start
117W07,2025-08-03 23:13:00,117W07 trip
117W07,2025-08-04 01:01:00,117W07 start
117W08,2025-08-03 23:13:00,117W08 trip
117W08,2025-08-04 04:37:00,117W08 start
117W09,2025-08-03 23:13:00,117W09 trip
117W09,2025-08-04 01:01:00,117W09 start
117W10,2025-08-03 23:13:00,117W10 trip
117W10,2025-08-04 01:01:00,117W10 start
117W10,2025-08-03 21:07:00,117W10 NFE
117W11,2025-08-03 23:13:00,117W11 trip
117W11,2025-08-04 04:31:00,117W11 start
117W11,2025-08-04 06:37:00,117W11 +6.08 hz
117W11,2025-08-04 10:19:00,117W11 +5.67 hz
117W12,2025-08-03 23:13:00,117W12 trip
117W12,2025-08-04 04:31:00,117W12 start
117W12,2025-08-06 19:19:00,117W12 +2.16 hz
117W13,2025-08-03 23:13:00,117W13 trip
117W13,2025-08-04 04:31:00,117W13 start
117W14,2025-07-31 16:49:00,117W14 NFE
117W14,2025-08-01 03:19:00,117W14 +2.0 hz
117W14,2025-08-01 03:31:00,117W14 +2.01 hz
117W14,2025-08-01 03:43:00,117W14 +2.0 hz
117W14,2025-08-01 03:55:00,117W14 +2.0 hz
117W14,2025-08-01 09:07:00,117W14 trip
117W14,2025-08-02 01:13:00,117W14 start
117W14,2025-08-02 02:31:00,117W14 +2.03 hz
117W14,2025-08-03 23:13:00,117W14 trip
117W14,2025-08-04 04:25:00,117W14 start
117W14,2025-08-04 16:37:00,117W14 NFE
117W14,2025-08-05 09:43:00,117W14 +19.02 hz
117W14,2025-08-06 12:01:00,117W14 +19.98 hz
121W01,2025-08-03 23:07:00,121W01 trip
121W01,2025-08-04 00:07:00,121W01 start
121W01,2025-08-04 01:31:00,121W01 +5.32 hz
121W01,2025-08-04 03:01:00,121W01 +3.78 hz
121W01,2025-08-04 05:43:00,121W01 +8.65 hz
121W02,2025-07-28 16:13:00,121W02 +2.1 hz
121W02,2025-07-28 16:43:00,121W02 +2.06 hz
121W02,2025-08-01 02:31:00,121W02 +2.0 hz
121W02,2025-08-01 02:49:00,121W02 +2.0 hz
121W02,2025-08-01 03:13:00,121W02 +2.06 hz
121W02,2025-08-02 01:55:00,121W02 +2.04 hz
121W02,2025-08-02 02:13:00,121W02 +2.04 hz
121W02,2025-08-02 02:25:00,121W02 +2.06 hz
121W02,2025-08-03 23:01:00,121W02 trip
121W02,2025-08-04 07:19:00,121W02 start
121W03,2025-08-03 23:07:00,121W03 trip
121W03,2025-08-04 22:25:00,121W03 start
121W03,2025-08-04 22:43:00,121W03 NFE
121W03,2025-08-05 09:01:00,121W03 trip
121W03,2025-08-05 10:19:00,121W03 +24.06 hz
121W04,2025-08-03 23:01:00,121W04 trip
121W04,2025-08-04 22:19:00,121W04 start
121W05,2025-08-03 23:01:00,121W05 trip
121W05,2025-08-04 07:19:00,121W05 start
121W05,2025-08-04 14:07:00,121W05 trip
121W05,2025-08-04 14:37:00,121W05 trip
121W05,2025-08-05 03:01:00,121W05 start
121W05,2025-08-05 03:07:00,121W05 start
121W06,2025-08-01 05:07:00,121W06 +3.1 hz
121W06,2025-08-02 02:19:00,121W06 +3.04 hz
121W06,2025-08-03 01:25:00,121W06 +3.1 hz
121W06,2025-08-03 23:01:00,121W06 trip
121W06,2025-08-04 16:25:00,121W06 start
121W07,2025-08-03 23:01:00,121W07 trip
121W07,2025-08-04 07:37:00,121W07 start
121W08,2025-08-03 23:07:00,121W08 trip
121W08,2025-08-04 02:19:00,121W08 start
121W08,2025-08-03 22:25:00,121W08 NFE
121W08,2025-08-04 05:07:00,121W08 +3.88 hz
121W09,2025-08-03 23:07:00,121W09 trip
121W09,2025-08-04 02:19:00,121W09 start
121W09,2025-08-04 05:43:00,121W09 +8.18 hz
121W09,2025-08-04 18:01:00,121W09 +2.41 hz
121W09,2025-08-04 18:19:00,121W09 +2.68 hz
121W09,2025-08-04 18:37:00,121W09 +2.08 hz
121W10,2025-08-03 23:07:00,121W10 trip
121W10,2025-08-04 02:13:00,121W10 start
121W10,2025-08-04 18:19:00,121W10 +3.26 hz
121W14,2025-08-03 19:31:00,121W14 NFE
121W14,2025-08-04 15:55:00,121W14 start
121W15,2025-08-03 19:37:00,121W15 NFE
121W15,2025-08-04 01:43:00,121W15 start
121W15,2025-08-04 01:49:00,121W15 start
121W15,2025-08-04 03:01:00,121W15 +6.1 hz
121W15,2025-08-04 01:55:00,121W15 NFE
121W15,2025-08-04 06:13:00,121W15 +14.22 hz
121W15,2025-08-04 12:25:00,121W15 trip
121W15,2025-08-04 13:01:00,121W15 trip
121W15,2025-08-04 13:43:00,121W15 start
121W16,2025-08-03 19:55:00,121W16 NFE
121W16,2025-08-04 07:25:00,121W16 start
121W17,2025-08-03 23:07:00,121W17 trip
121W17,2025-08-04 02:25:00,121W17 start
121W17,2025-08-03 22:31:00,121W17 NFE
121W17,2025-08-09 16:31:00,121W17 NFE
121W17,2025-08-09 22:25:00,121W17 trip
121W18,2025-08-03 23:07:00,121W18 trip
121W18,2025-08-04 01:43:00,121W18 start
121W18,2025-08-03 21:49:00,121W18 NFE
121W18,2025-08-04 06:07:00,121W18 +7.67 hz
121W18,2025-08-04 12:25:00,121W18 trip
121W18,2025-08-04 13:49:00,121W18 +21.8 hz
121W18,2025-08-05 09:01:00,121W18 trip
121W18,2025-08-05 10:19:00,121W18 +21.85 hz
121W18,2025-08-05 11:55:00,121W18 trip
121W18,2025-08-05 19:43:00,121W18 start
121W19,2025-08-03 19:31:00,121W19 NFE
121W19,2025-08-04 11:07:00,121W19 start
121W20,2025-08-03 23:07:00,121W20 trip
121W20,2025-08-04 01:37:00,121W20 start
121W20,2025-08-04 03:01:00,121W20 +6.72 hz
121W20,2025-08-04 06:13:00,121W20 +14.65 hz
